title,imdbid,genres
Snow White and the Three Stooges,55458,Fantasy
La Notte,54130,Drama
La Notte,54130,Romance
The Curse of the Werewolf,54777,Horror
"Léon Morin, Priest",55082,Romance
"Léon Morin, Priest",55082,Drama
Accattone,54599,Drama
The Innocents,55018,Horror
The Innocents,55018,History
The Innocents,55018,Thriller
King of Kings,55047,Drama
King of Kings,55047,History
What Ever Happened to Baby Jane?,56687,Drama
What Ever Happened to Baby Jane?,56687,Horror
What Ever Happened to Baby Jane?,56687,Thriller
Lolita,56193,Crime
Lolita,56193,Drama
Lolita,56193,Romance
To Kill a Mockingbird,56592,Crime
To Kill a Mockingbird,56592,Drama
The Day of the Triffids,55894,Horror
The Day of the Triffids,55894,Science Fiction
The Day of the Triffids,55894,Thriller
The Music Man,56262,Comedy
The Music Man,56262,Family
The Music Man,56262,Music
The Music Man,56262,Romance
Carnival of Souls,55830,Horror
Carnival of Souls,55830,Mystery
Cléo from 5 to 7,55852,Drama
Gypsy,56048,Comedy
Gypsy,56048,Drama
Gypsy,56048,Music
The L-Shaped Room,57239,Drama
Sundays and Cybele,55910,Drama
The Miracle Worker,56241,Drama
King Kong vs. Godzilla,56142,Action
King Kong vs. Godzilla,56142,Adventure
King Kong vs. Godzilla,56142,Science Fiction
Hatari!,56059,Action
Hatari!,56059,Adventure
Hatari!,56059,Comedy
The Loneliness of the Long Distance Runner,56194,Drama
Advise & Consent,55728,Drama
Walk on the Wild Side,56671,Drama
Vivre Sa Vie,56663,Drama
The Birds,56869,Horror
Carry On Cabby,56912,Comedy
Bye Bye Birdie,56891,Comedy
Bye Bye Birdie,56891,Music
The Haunting,57129,Horror
Summer Magic,57542,Music
Summer Magic,57542,Comedy
Summer Magic,57542,Family
Dementia 13,56983,Horror
Dementia 13,56983,Thriller
Tom Jones,57590,Adventure
Tom Jones,57590,Comedy
Tom Jones,57590,Romance
From Russia with Love,57076,Action
From Russia with Love,57076,Thriller
From Russia with Love,57076,Adventure
"Move Over, Darling",57329,Comedy
"Move Over, Darling",57329,Romance
The Silence,57611,Drama
The Silence,57611,Romance
8½,56801,Fantasy
8½,56801,Drama
Sanjuro,56443,Drama
Sanjuro,56443,Action
Sanjuro,56443,Comedy
Summer Holiday,57541,Music
Summer Holiday,57541,Romance
The Servant,57490,Drama
Suzanne's Career,56910,Romance
Suzanne's Career,56910,Drama
"It's a Mad, Mad, Mad, Mad World",57193,Action
"It's a Mad, Mad, Mad, Mad World",57193,Adventure
"It's a Mad, Mad, Mad, Mad World",57193,Comedy
"It's a Mad, Mad, Mad, Mad World",57193,Crime
Cleopatra,56937,Drama
Cleopatra,56937,History
Cleopatra,56937,Romance
Mary Poppins,58331,Comedy
Mary Poppins,58331,Family
Mary Poppins,58331,Fantasy
My Fair Lady,58385,Romance
My Fair Lady,58385,Drama
My Fair Lady,58385,Music
Band of Outsiders,57869,Crime
Band of Outsiders,57869,Drama
Band of Outsiders,57869,Romance
Marriage Italian Style,58335,Drama
Marriage Italian Style,58335,Comedy
Marriage Italian Style,58335,Romance
"Hush... Hush, Sweet Charlotte",58213,Drama
"Hush... Hush, Sweet Charlotte",58213,Horror
"Hush... Hush, Sweet Charlotte",58213,Mystery
Dead Ringer,57997,Crime
Dead Ringer,57997,Drama
Dead Ringer,57997,Thriller
The Umbrellas of Cherbourg,58450,Drama
The Umbrellas of Cherbourg,58450,Romance
"Ghidorah, the Three-Headed Monster",58544,Action
"Ghidorah, the Three-Headed Monster",58544,Adventure
"Ghidorah, the Three-Headed Monster",58544,Science Fiction
The Unsinkable Molly Brown,58708,Comedy
Red Desert,58003,Drama
Marnie,58329,Crime
Marnie,58329,Drama
Marnie,58329,Mystery
Marnie,58329,Romance
Marnie,58329,Thriller
The Chalk Garden,57933,Drama
The Chalk Garden,57933,Mystery
Gate of Flesh,58409,Drama
Seduced and Abandoned,58564,Drama
Seduced and Abandoned,58564,Comedy
The Sound of Music,59742,Drama
The Sound of Music,59742,Family
The Sound of Music,59742,Music
The Sound of Music,59742,Romance
Juliet of the Spirits,59229,Comedy
Juliet of the Spirits,59229,Drama
Juliet of the Spirits,59229,Fantasy
Repulsion,59646,Drama
Repulsion,59646,Thriller
Repulsion,59646,Horror
A Study in Terror,59764,Crime
A Study in Terror,59764,Drama
A Study in Terror,59764,Horror
A Study in Terror,59764,Mystery
That Darn Cat!,59793,Drama
That Darn Cat!,59793,Family
That Darn Cat!,59793,Comedy
That Darn Cat!,59793,Crime
That Darn Cat!,59793,Mystery
Viva Maria!,59956,Adventure
Viva Maria!,59956,Comedy
Viva Maria!,59956,Romance
Viva Maria!,59956,Western
Inside Daisy Clover,59314,Drama
Inside Daisy Clover,59314,Music
Inside Daisy Clover,59314,Romance
Darling,59084,Drama
Darling,59084,Romance
"Faster, Pussycat! Kill! Kill!",59170,Action
"Faster, Pussycat! Kill! Kill!",59170,Crime
"Faster, Pussycat! Kill! Kill!",59170,Comedy
Bunny Lake Is Missing,58997,Drama
Bunny Lake Is Missing,58997,Mystery
Bunny Lake Is Missing,58997,Thriller
I Am Twenty,58361,Drama
A Patch of Blue,59573,Drama
A Patch of Blue,59573,Romance
Red Beard,58888,Drama
Persona,60827,Drama
Daisies,60959,Comedy
Daisies,60959,Fantasy
The Trouble with Angels,61122,Comedy
The Trouble with Angels,61122,Family
The Group,60479,Drama
Fahrenheit 451,60390,Drama
Fahrenheit 451,60390,Science Fiction
Georgy Girl,60453,Comedy
Georgy Girl,60453,Drama
Georgy Girl,60453,Romance
Torn Curtain,61107,Drama
Torn Curtain,61107,Thriller
Torn Curtain,61107,Romance
Black Girl,60758,Drama
The Plague of the Zombies,60841,Horror
Manos: The Hands of Fate,60666,Horror
Manos: The Hands of Fate,60666,Thriller
Bonnie and Clyde,61418,Crime
Bonnie and Clyde,61418,Drama
Thoroughly Modern Millie,62362,Comedy
Thoroughly Modern Millie,62362,Music
Thoroughly Modern Millie,62362,Romance
I Am Curious (Yellow),61834,Drama
Valley of the Dolls,62430,Drama
Valley of the Dolls,62430,Romance
Belle de Jour,61395,Drama
Belle de Jour,61395,Romance
Bedazzled,61391,Fantasy
Bedazzled,61391,Comedy
Bedazzled,61391,Romance
Two for the Road,62407,Comedy
Two for the Road,62407,Drama
Two for the Road,62407,Romance
Wait Until Dark,62467,Crime
Wait Until Dark,62467,Thriller
Wait Until Dark,62467,Horror
Berserk,61398,Horror
Berserk,61398,Mystery
Berserk,61398,Thriller
PlayTime,62136,Comedy
The Fox,62990,Drama
Woman Times Seven,62502,Romance
Woman Times Seven,62502,Comedy
Woman Times Seven,62502,Drama
Guess Who's Coming to Dinner,61735,Drama
Smashing Time,62281,Comedy
The X from Outer Space,62411,Science Fiction
The X from Outer Space,62411,Horror
The Young Girls of Rochefort,62873,Romance
The Young Girls of Rochefort,62873,Comedy
The Young Girls of Rochefort,62873,Drama
Barefoot in the Park,61385,Comedy
Barefoot in the Park,61385,Romance
A Countess from Hong Kong,61523,Comedy
A Countess from Hong Kong,61523,Romance
Rosemary's Baby,63522,Drama
Rosemary's Baby,63522,Horror
Rosemary's Baby,63522,Thriller
Where Eagles Dare,65207,Action
Where Eagles Dare,65207,Adventure
Where Eagles Dare,65207,War
Romeo and Juliet,63518,Drama
Romeo and Juliet,63518,Romance
Star!,63642,Drama
Star!,63642,Music
Star!,63642,Romance
Barbarella,62711,Science Fiction
Barbarella,62711,Adventure
The Party,63415,Comedy
The Lion in Winter,63227,Drama
The Lion in Winter,63227,History
Night of the Living Dead,63350,Horror
Night of the Living Dead,63350,Thriller
Carry On Up the Khyber,62782,Adventure
Carry On Up the Khyber,62782,Comedy
The Bride Wore Black,61955,Crime
The Bride Wore Black,61955,Drama
The Bride Wore Black,61955,Mystery
The Bride Wore Black,61955,Thriller
Funny Girl,62994,Comedy
Funny Girl,62994,Drama
Funny Girl,62994,Romance
The Killing of Sister George,63185,Comedy
The Killing of Sister George,63185,Drama
The Wrecking Crew,65225,Action
The Wrecking Crew,65225,Comedy
Chitty Chitty Bang Bang,62803,Family
Chitty Chitty Bang Bang,62803,Music
Chitty Chitty Bang Bang,62803,Adventure
Chitty Chitty Bang Bang,62803,Fantasy
Chitty Chitty Bang Bang,62803,Comedy
Women in Love,66579,Drama
Women in Love,66579,Romance
The Honeymoon Killers,64437,Crime
The Honeymoon Killers,64437,Drama
The Honeymoon Killers,64437,Romance
The Honeymoon Killers,64437,Thriller
The Prime of Miss Jean Brodie,64840,Drama
True Grit,65126,Western
Mississippi Mermaid,64990,Crime
Mississippi Mermaid,64990,Drama
Mississippi Mermaid,64990,Romance
Mississippi Mermaid,64990,Thriller
"Hello, Dolly!",64418,Comedy
"Hello, Dolly!",64418,Family
"Hello, Dolly!",64418,Romance
Age of Consent,63991,Comedy
Age of Consent,63991,Drama
Age of Consent,63991,Romance
My Night at Maud's,64612,Romance
My Night at Maud's,64612,Comedy
My Night at Maud's,64612,Drama
The Swimming Pool,64816,Crime
The Swimming Pool,64816,Drama
Marquis de Sade: Justine,62870,Drama
Marquis de Sade: Justine,62870,Horror
Beyond the Valley of the Dolls,65466,Comedy
Beyond the Valley of the Dolls,65466,Drama
Beyond the Valley of the Dolls,65466,Thriller
The Aristocats,65421,Animation
The Aristocats,65421,Comedy
The Aristocats,65421,Family
The Aristocats,65421,Adventure
Two Mules for Sister Sara,65134,Adventure
Two Mules for Sister Sara,65134,War
Two Mules for Sister Sara,65134,Western
The Vampire Lovers,66518,Horror
Five Easy Pieces,65724,Drama
Taste the Blood of Dracula,65073,Horror
Airport,65377,Action
Airport,65377,Drama
Airport,65377,Thriller
The Conformist,65571,Drama
Darling Lili,65611,Drama
Darling Lili,65611,Comedy
Darling Lili,65611,Thriller
Darling Lili,65611,Music
Darling Lili,65611,Romance
Dodes'ka-den,65649,Drama
Donkey Skin,66207,Music
Donkey Skin,66207,Fantasy
Donkey Skin,66207,Drama
Donkey Skin,66207,Comedy
Donkey Skin,66207,Romance
Claire's Knee,65772,Drama
Claire's Knee,65772,Romance
Catch-22,65528,War
Catch-22,65528,Comedy
Catch-22,65528,Drama
The Railway Children,66279,Drama
The Railway Children,66279,Family
The Railway Children,66279,Comedy
Wanda,67961,Drama
Wanda,67961,Crime
Pippi in the South Seas,66227,Adventure
Pippi in the South Seas,66227,Family
The Party at Kitty and Stud's,65904,Comedy
The Party at Kitty and Stud's,65904,Drama
Taking Off,67820,Music
Taking Off,67820,Comedy
Taking Off,67820,Drama
Bedknobs and Broomsticks,66817,Adventure
Bedknobs and Broomsticks,66817,Fantasy
Bedknobs and Broomsticks,66817,Comedy
Bedknobs and Broomsticks,66817,Family
Bedknobs and Broomsticks,66817,Music
Harold and Maude,67185,Comedy
Harold and Maude,67185,Drama
Harold and Maude,67185,Romance
Mrs. Pollifax — Spy,67451,Adventure
Mrs. Pollifax — Spy,67451,Comedy
The Trojan Women,67881,Drama
Mon oncle Antoine,67439,Comedy
Mon oncle Antoine,67439,Drama
Play Misty for Me,67588,Drama
Play Misty for Me,67588,Thriller
"Mary, Queen of Scots",67402,Drama
"Mary, Queen of Scots",67402,History
Lust for a Vampire,67367,Horror
Let's Scare Jessica to Death,67341,Horror
Let's Scare Jessica to Death,67341,Mystery
Let's Scare Jessica to Death,67341,Drama
McCabe & Mrs. Miller,67411,Western
McCabe & Mrs. Miller,67411,Drama
Godzilla vs. Hedorah,67148,Action
Godzilla vs. Hedorah,67148,Science Fiction
Klute,67309,Mystery
Klute,67309,Thriller
Klute,67309,Crime
The House That Dripped Blood,65854,Horror
The House That Dripped Blood,65854,Mystery
The Devils,66993,Drama
The Devils,66993,History
Nicholas and Alexandra,67483,Romance
Nicholas and Alexandra,67483,Drama
Nicholas and Alexandra,67483,War
Nicholas and Alexandra,67483,History
Vampyros Lesbos,66380,Horror
The Emigrants,67919,Drama
The Emigrants,67919,History
Punishment Park,67633,Drama
Punishment Park,67633,Thriller
Daughters of Darkness,67690,Horror
Daughters of Darkness,67690,Thriller
A New Leaf,67482,Comedy
A New Leaf,67482,Romance
The Andromeda Strain,66769,Science Fiction
The Andromeda Strain,66769,Thriller
Pink Flamingos,69089,Comedy
Pink Flamingos,69089,Crime
A Gorgeous Girl Like Me,69442,Comedy
A Gorgeous Girl Like Me,69442,Crime
A Gorgeous Girl Like Me,69442,Drama
Cries and Whispers,69467,Drama
Avanti!,68240,Comedy
Avanti!,68240,Romance
Travels with My Aunt,69404,Adventure
Travels with My Aunt,69404,Comedy
Butterflies Are Free,68326,Comedy
Butterflies Are Free,68326,Romance
The Dawns Here Are Quiet,68161,Drama
The Dawns Here Are Quiet,68161,History
The Dawns Here Are Quiet,68161,War
Cabaret,68327,Music
Cabaret,68327,Drama
Cabaret,68327,Romance
Last Tango in Paris,70849,Drama
Last Tango in Paris,70849,Romance
"Silent Night, Bloody Night",70694,Thriller
"Silent Night, Bloody Night",70694,Horror
"Silent Night, Bloody Night",70694,Mystery
Wedding in White,69489,Drama
The Bitter Tears of Petra von Kant,68278,Drama
The Bitter Tears of Petra von Kant,68278,Romance
Blacula,68284,Horror
Blacula,68284,Fantasy
The Last House on the Left,68833,Horror
The Last House on the Left,68833,Thriller
Frenzy,68611,Crime
Frenzy,68611,Thriller
Frenzy,68611,Horror
The Discreet Charm of the Bourgeoisie,68361,Comedy
Lady Sings the Blues,68828,Drama
Lady Sings the Blues,68828,Music
Lady Sings the Blues,68828,Romance
Sisters,70698,Horror
Sisters,70698,Mystery
Sisters,70698,Thriller
The Big Bird Cage,68273,Action
The Big Bird Cage,68273,Crime
The Big Bird Cage,68273,Drama
Don't Look Now,69995,Thriller
Don't Look Now,69995,Drama
Don't Look Now,69995,Horror
The Exorcist,70047,Horror
The Wicker Man,70917,Horror
The Spirit of the Beehive,70040,Drama
The Spirit of the Beehive,70040,Fantasy
Lemora: A Child's Tale of the Supernatural,70300,Horror
Paper Moon,70510,Comedy
Paper Moon,70510,Crime
Paper Moon,70510,Drama
Robin Hood,70608,Animation
Robin Hood,70608,Family
The Legend of Hell House,70294,Horror
The Legend of Hell House,70294,Mystery
Day for Night,70460,Comedy
Day for Night,70460,Drama
Children Shouldn't Play with Dead Things,68370,Horror
Children Shouldn't Play with Dead Things,68370,Comedy
Lady Snowblood,158714,Action
Lady Snowblood,158714,Drama
Lady Snowblood,158714,Thriller
The Baby,69754,Horror
The Baby,69754,Thriller
Turkish Delight,70842,Drama
Turkish Delight,70842,Romance
The Crazies,69895,Action
The Crazies,69895,Horror
The Crazies,69895,Thriller
The Crazies,69895,Science Fiction
Terminal Island,70782,Action
Terminal Island,70782,Thriller
Terminal Island,70782,Crime
Female Vampire,69745,Horror
A Virgin Among the Living Dead,66914,Horror
Wedding in Blood,70453,Thriller
Wedding in Blood,70453,Drama
Wedding in Blood,70453,Crime
The Odessa File,71935,Drama
The Odessa File,71935,Thriller
Alice Doesn't Live Here Anymore,71115,Drama
Alice Doesn't Live Here Anymore,71115,Romance
Black Christmas,71222,Horror
Black Christmas,71222,Mystery
Black Christmas,71222,Thriller
Ali: Fear Eats the Soul,71141,Romance
Ali: Fear Eats the Soul,71141,Drama
Death Wish,71402,Action
Female Trouble,72979,Comedy
Female Trouble,72979,Crime
Foxy Brown,71517,Thriller
Foxy Brown,71517,Action
Foxy Brown,71517,Crime
Truck Turner,72325,Drama
Truck Turner,72325,Action
Truck Turner,72325,Thriller
Emmanuelle,71464,Drama
Emmanuelle,71464,Romance
A Woman Under the Influence,72417,Drama
"Je, Tu, Il, Elle",71690,Drama
"Je, Tu, Il, Elle",71690,Romance
Dracula,70003,Drama
Dracula,70003,Horror
Dracula,70003,TV Movie
Vampyres,72354,Horror
Vampyres,72354,Thriller
Airport 1975,71110,Action
Airport 1975,71110,Adventure
Airport 1975,71110,Drama
Airport 1975,71110,Thriller
The Arena,69729,Action
The Arena,69729,Adventure
Blood for Dracula,71233,Horror
Grey Gardens,73076,Documentary
The Rocky Horror Picture Show,73629,Comedy
The Rocky Horror Picture Show,73629,Science Fiction
The Rocky Horror Picture Show,73629,Fantasy
The Rocky Horror Picture Show,73629,Horror
Jaws,73195,Horror
Jaws,73195,Thriller
Jaws,73195,Adventure
The Maids,71798,Drama
"Jeanne Dielman, 23, Quai du Commerce 1080 Bruxelles",73198,Drama
Mirror,72443,Drama
Mirror,72443,History
Dog Day Afternoon,72890,Crime
Dog Day Afternoon,72890,Drama
Dog Day Afternoon,72890,Thriller
The Story of O,73115,Drama
Nashville,73440,Drama
Nashville,73440,Music
Nashville,73440,Comedy
Switchblade Sisters,73778,Action
Switchblade Sisters,73778,Crime
Switchblade Sisters,73778,Drama
Emmanuelle: The Joys of a Woman,72933,Drama
Emmanuelle: The Joys of a Woman,72933,Romance
Deep Red,73582,Horror
Deep Red,73582,Mystery
Deep Red,73582,Thriller
"Salò, or the 120 Days of Sodom",73650,War
"Salò, or the 120 Days of Sodom",73650,Horror
"Salò, or the 120 Days of Sodom",73650,Drama
"Salò, or the 120 Days of Sodom",73650,History
Katie Tippel,73233,Romance
Katie Tippel,73233,Drama
Love and Death,73312,History
Love and Death,73312,Comedy
Death Race 2000,72856,Action
Death Race 2000,72856,Comedy
Death Race 2000,72856,Science Fiction
Numéro deux,73471,Drama
Carrie,74285,Horror
Carrie,74285,Thriller
The Omen,75005,Horror
The Omen,75005,Thriller
Network,74958,Drama
Bugsy Malone,74256,Drama
Bugsy Malone,74256,Action
Bugsy Malone,74256,Comedy
Bugsy Malone,74256,Music
Bugsy Malone,74256,Family
Sparkle,75249,Drama
Sparkle,75249,Music
Murder by Death,74937,Comedy
Murder by Death,74937,Crime
Murder by Death,74937,Mystery
Murder by Death,74937,Thriller
In the Realm of the Senses,74102,Drama
In the Realm of the Senses,74102,Romance
Small Change,74152,Comedy
Small Change,74152,Drama
The Little Girl Who Lives Down the Lane,74806,Drama
The Little Girl Who Lives Down the Lane,74806,Mystery
The Little Girl Who Lives Down the Lane,74806,Thriller
Family Plot,74512,Comedy
Family Plot,74512,Crime
Family Plot,74512,Thriller
The Gumball Rally,74597,Comedy
Office Romance,76727,Comedy
Office Romance,76727,Romance
Office Romance,76727,TV Movie
The Turning Point,76843,Drama
The Turning Point,76843,Romance
Julia,76245,Drama
The Rescuers,76618,Fantasy
The Rescuers,76618,Family
The Rescuers,76618,Animation
The Rescuers,76618,Adventure
Annie Hall,75686,Comedy
Annie Hall,75686,Drama
Annie Hall,75686,Romance
The Goodbye Girl,76095,Comedy
The Goodbye Girl,76095,Romance
Suspiria,76786,Horror
3 Women,75612,Drama
3 Women,75612,Mystery
House,76162,Comedy
House,76162,Fantasy
House,76162,Horror
Eaten Alive,74455,Horror
Eaten Alive,74455,Thriller
A Little Night Music,76319,Comedy
A Little Night Music,76319,Music
A Little Night Music,76319,Romance
The Sentinel,76683,Horror
The Sentinel,76683,Drama
The Sentinel,76683,Mystery
Slap Shot,76723,Comedy
Slap Shot,76723,Drama
The Hills Have Eyes,77681,Horror
The Hills Have Eyes,77681,Thriller
Desperate Living,75936,Comedy
Desperate Living,75936,Crime
Desperate Living,75936,Fantasy
Desperate Living,75936,Horror
Kingdom of the Spiders,76271,Horror
Kingdom of the Spiders,76271,Science Fiction
"Race for Your Life, Charlie Brown",76591,Family
"Race for Your Life, Charlie Brown",76591,Animation
"Race for Your Life, Charlie Brown",76591,Comedy
Alucarda,75666,Horror
Peppermint Soda,75939,Comedy
Peppermint Soda,75939,Drama
Planet of Dinosaurs,78089,Science Fiction
Planet of Dinosaurs,78089,Thriller
Planet of Dinosaurs,78089,Action
Rabid,76590,Horror
Rabid,76590,Science Fiction
Emmanuelle 3,77497,Drama
Emmanuelle 3,77497,Romance
Love Camp,74548,Adventure
Love Camp,74548,Drama
Love Camp,74548,Thriller
Autumn Sonata,77711,Drama
Grease,77631,Romance
Grease,77631,Comedy
Interiors,77742,Drama
Halloween,77651,Horror
Halloween,77651,Thriller
Death on the Nile,77413,Mystery
